COU,Inventor country,Technology domain,Year,Value
TUN,Tunisia,Environment-related technologies,2015,2.67
TUN,Tunisia,Environment-related technologies,2016,4.0
TUN,Tunisia,Environment-related technologies,2017,3.33
TUN,Tunisia,Environment-related technologies,2018,4.0
TUN,Tunisia,Environment-related technologies,2019,1.0
TUN,Tunisia,Air pollution abatement,2005,1.5
TUN,Tunisia,Air pollution abatement,2013,1.0
TUN,Tunisia,Air pollution abatement,2015,0.5
TUN,Tunisia,Air pollution abatement,2016,1.0
TKM,Turkmenistan,Environment-related technologies,2015,1.0
TKM,Turkmenistan,Environment-related technologies,2017,1.0
TKM,Turkmenistan,Environment-related technologies,2018,1.0
TUV,Tuvalu,Environment-related technologies,2010,0.25
UGA,Uganda,Environment-related technologies,2017,0.5
UGA,Uganda,Environment-related technologies,2018,0.5
UKR,Ukraine,Environment-related technologies,1995,9.0
UKR,Ukraine,Environment-related technologies,2000,19.67
UKR,Ukraine,Environment-related technologies,2005,30.92
UKR,Ukraine,Environment-related technologies,2010,46.27
UKR,Ukraine,Environment-related technologies,2011,39.17
UKR,Ukraine,Environment-related technologies,2012,32.57
UKR,Ukraine,Environment-related technologies,2013,32.52
UKR,Ukraine,Environment-related technologies,2014,22.42
UKR,Ukraine,Environment-related technologies,2015,25.0
UKR,Ukraine,Environment-related technologies,2016,19.08
UKR,Ukraine,Environment-related technologies,2017,34.5
UKR,Ukraine,Environment-related technologies,2018,26.83
UKR,Ukraine,Environment-related technologies,2019,30.5
UKR,Ukraine,Air pollution abatement,2000,2.5
UKR,Ukraine,Air pollution abatement,2005,4.0
UKR,Ukraine,Air pollution abatement,2010,6.25
UKR,Ukraine,Air pollution abatement,2011,4.0
UKR,Ukraine,Air pollution abatement,2012,6.33
UKR,Ukraine,Air pollution abatement,2013,3.5
UKR,Ukraine,Air pollution abatement,2015,3.0
UKR,Ukraine,Air pollution abatement,2016,1.5
UKR,Ukraine,Air pollution abatement,2017,6.5
UKR,Ukraine,Air pollution abatement,2018,3.83
UKR,Ukraine,Air pollution abatement,2019,1.5
ARE,United Arab Emirates,Environment-related technologies,1995,0.33
ARE,United Arab Emirates,Environment-related technologies,2000,0.5
ARE,United Arab Emirates,Environment-related technologies,2005,2.65
ARE,United Arab Emirates,Environment-related technologies,2010,6.5
ARE,United Arab Emirates,Environment-related technologies,2011,10.42
ARE,United Arab Emirates,Environment-related technologies,2012,6.58
ARE,United Arab Emirates,Environment-related technologies,2013,10.33
ARE,United Arab Emirates,Environment-related technologies,2014,9.2
ARE,United Arab Emirates,Environment-related technologies,2015,15.33
ARE,United Arab Emirates,Environment-related technologies,2016,5.33
ARE,United Arab Emirates,Environment-related technologies,2017,13.12
ARE,United Arab Emirates,Environment-related technologies,2018,9.25
ARE,United Arab Emirates,Environment-related technologies,2019,8.17
ARE,United Arab Emirates,Air pollution abatement,2005,1.7
ARE,United Arab Emirates,Air pollution abatement,2010,0.83
ARE,United Arab Emirates,Air pollution abatement,2011,1.0
ARE,United Arab Emirates,Air pollution abatement,2012,1.5
ARE,United Arab Emirates,Air pollution abatement,2013,1.5
ARE,United Arab Emirates,Air pollution abatement,2014,3.0
ARE,United Arab Emirates,Air pollution abatement,2015,3.0
ARE,United Arab Emirates,Air pollution abatement,2016,1.5
ARE,United Arab Emirates,Air pollution abatement,2017,0.33
ARE,United Arab Emirates,Air pollution abatement,2019,2.0
URY,Uruguay,Environment-related technologies,2005,1.0
URY,Uruguay,Environment-related technologies,2010,1.0
URY,Uruguay,Environment-related technologies,2011,1.5
URY,Uruguay,Environment-related technologies,2012,2.75
URY,Uruguay,Environment-related technologies,2013,5.5
URY,Uruguay,Environment-related technologies,2014,4.25
URY,Uruguay,Environment-related technologies,2015,1.0
URY,Uruguay,Environment-related technologies,2016,2.0
URY,Uruguay,Environment-related technologies,2018,0.5
URY,Uruguay,Environment-related technologies,2019,2.5
URY,Uruguay,Air pollution abatement,2013,0.5
URY,Uruguay,Air pollution abatement,2014,1.5
URY,Uruguay,Air pollution abatement,2019,1.5
UZB,Uzbekistan,Environment-related technologies,2000,1.0
UZB,Uzbekistan,Environment-related technologies,2005,1.0
UZB,Uzbekistan,Environment-related technologies,2010,1.0
UZB,Uzbekistan,Environment-related technologies,2011,2.0
UZB,Uzbekistan,Environment-related technologies,2013,1.83
UZB,Uzbekistan,Environment-related technologies,2014,1.0
UZB,Uzbekistan,Environment-related technologies,2016,1.5
UZB,Uzbekistan,Environment-related technologies,2017,3.5
UZB,Uzbekistan,Environment-related technologies,2018,0.5
UZB,Uzbekistan,Air pollution abatement,2014,1.0
VUT,Vanuatu,Environment-related technologies,2000,0.5
VEN,Venezuela,Environment-related technologies,1995,0.33
VEN,Venezuela,Environment-related technologies,2000,1.5
VEN,Venezuela,Environment-related technologies,2005,3.67
VEN,Venezuela,Environment-related technologies,2010,2.67
VEN,Venezuela,Environment-related technologies,2011,5.0
VEN,Venezuela,Environment-related technologies,2012,5.5
VEN,Venezuela,Environment-related technologies,2013,3.2
VEN,Venezuela,Environment-related technologies,2014,4.3
VEN,Venezuela,Environment-related technologies,2015,1.5
VEN,Venezuela,Environment-related technologies,2016,4.0
VEN,Venezuela,Environment-related technologies,2017,0.5
VEN,Venezuela,Environment-related technologies,2018,1.33
VEN,Venezuela,Air pollution abatement,1995,0.33
VEN,Venezuela,Air pollution abatement,2005,2.5
VEN,Venezuela,Air pollution abatement,2010,0.33
VEN,Venezuela,Air pollution abatement,2011,0.33
VEN,Venezuela,Air pollution abatement,2012,2.0
VEN,Venezuela,Air pollution abatement,2013,0.5
VEN,Venezuela,Air pollution abatement,2014,0.2
VEN,Venezuela,Air pollution abatement,2016,1.5
VNM,Viet Nam,Environment-related technologies,1995,0.33
VNM,Viet Nam,Environment-related technologies,2005,5.33
VNM,Viet Nam,Environment-related technologies,2010,3.03
VNM,Viet Nam,Environment-related technologies,2011,8.83
VNM,Viet Nam,Environment-related technologies,2012,9.62
VNM,Viet Nam,Environment-related technologies,2013,4.92
VNM,Viet Nam,Environment-related technologies,2014,14.4
VNM,Viet Nam,Environment-related technologies,2015,12.25
VNM,Viet Nam,Environment-related technologies,2016,14.83
VNM,Viet Nam,Environment-related technologies,2017,15.08
VNM,Viet Nam,Environment-related technologies,2018,21.12
VNM,Viet Nam,Environment-related technologies,2019,8.17
VNM,Viet Nam,Air pollution abatement,1995,0.33
VNM,Viet Nam,Air pollution abatement,2011,0.33
VNM,Viet Nam,Air pollution abatement,2012,0.5
VNM,Viet Nam,Air pollution abatement,2013,0.33
VNM,Viet Nam,Air pollution abatement,2014,1.0
VNM,Viet Nam,Air pollution abatement,2016,0.5
VNM,Viet Nam,Air pollution abatement,2017,1.17
VNM,Viet Nam,Air pollution abatement,2018,1.5
VNM,Viet Nam,Air pollution abatement,2019,1.0
VIR,United States Virgin Islands,Environment-related technologies,1995,0.33
VIR,United States Virgin Islands,Environment-related technologies,2017,0.5
YEM,Yemen,Environment-related technologies,2011,0.83
YEM,Yemen,Environment-related technologies,2012,0.5
YEM,Yemen,Environment-related technologies,2013,0.5
YEM,Yemen,Environment-related technologies,2015,0.5
ZMB,Zambia,Environment-related technologies,2015,1.0
ZMB,Zambia,Environment-related technologies,2017,1.0
ZMB,Zambia,Environment-related technologies,2018,1.0
ZWE,Zimbabwe,Environment-related technologies,2000,0.5
ZWE,Zimbabwe,Environment-related technologies,2005,0.5
ZWE,Zimbabwe,Environment-related technologies,2012,0.75
ZWE,Zimbabwe,Environment-related technologies,2014,0.33
ZWE,Zimbabwe,Environment-related technologies,2016,0.33
ZWE,Zimbabwe,Environment-related technologies,2017,0.5
ZWE,Zimbabwe,Environment-related technologies,2018,0.67
ZWE,Zimbabwe,Environment-related technologies,2019,0.33
ZWE,Zimbabwe,Air pollution abatement,2012,0.5
ZWE,Zimbabwe,Air pollution abatement,2018,0.67
ZWE,Zimbabwe,Air pollution abatement,2019,0.33
WLD,World,Environment-related technologies,1995,9918.0
WLD,World,Environment-related technologies,2000,17269.0
WLD,World,Environment-related technologies,2005,24425.0
WLD,World,Environment-related technologies,2010,38666.0
WLD,World,Environment-related technologies,2011,41914.0
WLD,World,Environment-related technologies,2012,42721.0
WLD,World,Environment-related technologies,2013,42272.0
WLD,World,Environment-related technologies,2014,40646.0
WLD,World,Environment-related technologies,2015,40731.0
WLD,World,Environment-related technologies,2016,42330.0
WLD,World,Environment-related technologies,2017,43632.0
WLD,World,Environment-related technologies,2018,42194.0
WLD,World,Environment-related technologies,2019,38114.0
WLD,World,Air pollution abatement,1995,2851.0
WLD,World,Air pollution abatement,2000,4703.0
WLD,World,Air pollution abatement,2005,6079.0
WLD,World,Air pollution abatement,2010,8301.0
WLD,World,Air pollution abatement,2011,6506.0
WLD,World,Air pollution abatement,2012,6534.0
WLD,World,Air pollution abatement,2013,7033.0
WLD,World,Air pollution abatement,2014,8939.0
WLD,World,Air pollution abatement,2015,7162.0
WLD,World,Air pollution abatement,2016,6702.0
WLD,World,Air pollution abatement,2017,6473.0
WLD,World,Air pollution abatement,2018,7661.0
WLD,World,Air pollution abatement,2019,4845.0
MAC,"Macau, China",Environment-related technologies,2010,1.0
MAC,"Macau, China",Environment-related technologies,2011,0.5
MAC,"Macau, China",Environment-related technologies,2015,3.5
MAC,"Macau, China",Environment-related technologies,2016,0.5
MAC,"Macau, China",Environment-related technologies,2017,0.5
MAC,"Macau, China",Environment-related technologies,2019,0.5
MAC,"Macau, China",Air pollution abatement,2010,0.5
MAC,"Macau, China",Air pollution abatement,2019,0.5
SRB,Serbia,Environment-related technologies,2010,13.32
SRB,Serbia,Environment-related technologies,2011,14.98
SRB,Serbia,Environment-related technologies,2012,3.08
SRB,Serbia,Environment-related technologies,2013,4.58
SRB,Serbia,Environment-related technologies,2014,5.83
SRB,Serbia,Environment-related technologies,2015,4.83
SRB,Serbia,Environment-related technologies,2016,7.33
SRB,Serbia,Environment-related technologies,2017,9.53
SRB,Serbia,Environment-related technologies,2018,9.0
SRB,Serbia,Environment-related technologies,2019,4.83
SRB,Serbia,Air pollution abatement,2010,2.45
SRB,Serbia,Air pollution abatement,2011,2.78
SRB,Serbia,Air pollution abatement,2012,0.92
SRB,Serbia,Air pollution abatement,2013,0.5
SRB,Serbia,Air pollution abatement,2014,2.0
SRB,Serbia,Air pollution abatement,2017,0.75
SRB,Serbia,Air pollution abatement,2018,0.67
SRB,Serbia,Air pollution abatement,2019,1.5
MNE,Montenegro,Environment-related technologies,2005,3.25
MNE,Montenegro,Environment-related technologies,2011,0.2
MNE,Montenegro,Environment-related technologies,2013,1.0
MNE,Montenegro,Environment-related technologies,2015,0.5
MNE,Montenegro,Environment-related technologies,2017,0.5
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,1995,102.92
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2000,280.67
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2005,895.54
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2010,2539.97
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2011,2750.22
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2012,3002.11
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2013,3098.49
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2014,3224.47
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2015,3722.03
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2016,4813.42
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2017,5734.33
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2018,6197.31
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Environment-related technologies,2019,6393.0
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,1995,16.33
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2000,49.0
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2005,153.03
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2010,306.75
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2011,354.63
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2012,315.95
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2013,368.12
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2014,424.63
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2015,467.07
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2016,517.72
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2017,610.12
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2018,622.55
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",Air pollution abatement,2019,703.0
OECD,OECD - Total,Environment-related technologies,1995,9728.5
OECD,OECD - Total,Environment-related technologies,2000,16750.33
OECD,OECD - Total,Environment-related technologies,2005,22801.5
OECD,OECD - Total,Environment-related technologies,2010,34697.13
OECD,OECD - Total,Environment-related technologies,2011,37491.66
OECD,OECD - Total,Environment-related technologies,2012,38011.08
OECD,OECD - Total,Environment-related technologies,2013,37580.39
OECD,OECD - Total,Environment-related technologies,2014,36070.45
OECD,OECD - Total,Environment-related technologies,2015,35476.17
OECD,OECD - Total,Environment-related technologies,2016,35951.16
OECD,OECD - Total,Environment-related technologies,2017,36179.96
OECD,OECD - Total,Environment-related technologies,2018,34633.65
OECD,OECD - Total,Environment-related technologies,2019,30305.95
OECD,OECD - Total,Air pollution abatement,1995,2830.33
OECD,OECD - Total,Air pollution abatement,2000,4631.5
OECD,OECD - Total,Air pollution abatement,2005,5860.02
OECD,OECD - Total,Air pollution abatement,2010,7897.95
OECD,OECD - Total,Air pollution abatement,2011,6126.97
OECD,OECD - Total,Air pollution abatement,2012,6162.43
OECD,OECD - Total,Air pollution abatement,2013,6605.82
OECD,OECD - Total,Air pollution abatement,2014,8357.98
OECD,OECD - Total,Air pollution abatement,2015,6657.1
OECD,OECD - Total,Air pollution abatement,2016,6133.43
OECD,OECD - Total,Air pollution abatement,2017,5805.07
OECD,OECD - Total,Air pollution abatement,2018,6899.7
OECD,OECD - Total,Air pollution abatement,2019,4141.08
OECDE,OECD - Europe,Environment-related technologies,1995,3583.68
OECDE,OECD - Europe,Environment-related technologies,2000,5839.58
OECDE,OECD - Europe,Environment-related technologies,2005,7067.74
OECDE,OECD - Europe,Environment-related technologies,2010,11578.75
OECDE,OECD - Europe,Environment-related technologies,2011,12370.77
OECDE,OECD - Europe,Environment-related technologies,2012,12064.79
OECDE,OECD - Europe,Environment-related technologies,2013,11211.63
OECDE,OECD - Europe,Environment-related technologies,2014,11006.61
OECDE,OECD - Europe,Environment-related technologies,2015,10853.25
OECDE,OECD - Europe,Environment-related technologies,2016,10751.52
OECDE,OECD - Europe,Environment-related technologies,2017,11186.13
OECDE,OECD - Europe,Environment-related technologies,2018,11156.13
OECDE,OECD - Europe,Environment-related technologies,2019,10066.89
OECDE,OECD - Europe,Air pollution abatement,1995,1074.22
OECDE,OECD - Europe,Air pollution abatement,2000,1956.13
OECDE,OECD - Europe,Air pollution abatement,2005,2146.23
OECDE,OECD - Europe,Air pollution abatement,2010,2966.17
OECDE,OECD - Europe,Air pollution abatement,2011,2421.47
OECDE,OECD - Europe,Air pollution abatement,2012,2313.8
OECDE,OECD - Europe,Air pollution abatement,2013,2314.56
OECDE,OECD - Europe,Air pollution abatement,2014,2927.03
OECDE,OECD - Europe,Air pollution abatement,2015,2416.17
OECDE,OECD - Europe,Air pollution abatement,2016,2267.88
OECDE,OECD - Europe,Air pollution abatement,2017,2125.94
OECDE,OECD - Europe,Air pollution abatement,2018,2511.18
OECDE,OECD - Europe,Air pollution abatement,2019,1420.27
EA19,Euro area (19 countries),Environment-related technologies,1995,2716.05
EA19,Euro area (19 countries),Environment-related technologies,2000,4678.98
EA19,Euro area (19 countries),Environment-related technologies,2005,5580.71
EA19,Euro area (19 countries),Environment-related technologies,2010,8963.16
EA19,Euro area (19 countries),Environment-related technologies,2011,9520.59
EA19,Euro area (19 countries),Environment-related technologies,2012,9322.76
EA19,Euro area (19 countries),Environment-related technologies,2013,8562.17
EA19,Euro area (19 countries),Environment-related technologies,2014,8388.46
EA19,Euro area (19 countries),Environment-related technologies,2015,8244.27
EA19,Euro area (19 countries),Environment-related technologies,2016,8131.59
EA19,Euro area (19 countries),Environment-related technologies,2017,8544.32
EA19,Euro area (19 countries),Environment-related technologies,2018,8518.3
EA19,Euro area (19 countries),Environment-related technologies,2019,7562.95
EA19,Euro area (19 countries),Air pollution abatement,1995,866.57
EA19,Euro area (19 countries),Air pollution abatement,2000,1721.2
EA19,Euro area (19 countries),Air pollution abatement,2005,1813.17
EA19,Euro area (19 countries),Air pollution abatement,2010,2392.48
EA19,Euro area (19 countries),Air pollution abatement,2011,2009.68
EA19,Euro area (19 countries),Air pollution abatement,2012,1872.12
EA19,Euro area (19 countries),Air pollution abatement,2013,1841.23
EA19,Euro area (19 countries),Air pollution abatement,2014,2360.92
EA19,Euro area (19 countries),Air pollution abatement,2015,1952.42
EA19,Euro area (19 countries),Air pollution abatement,2016,1797.15
EA19,Euro area (19 countries),Air pollution abatement,2017,1690.85
EA19,Euro area (19 countries),Air pollution abatement,2018,2111.35
EA19,Euro area (19 countries),Air pollution abatement,2019,1144.12
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,1995,2993.87
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2000,5043.92
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2005,6076.16
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2010,9975.48
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2011,10592.63
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2012,10392.29
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2013,9528.37
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2014,9391.44
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2015,9215.61
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2016,9187.78
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2017,9611.67
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2018,9535.54
EU27_2020,European Union – 27 countries (from 01/02/2020),Environment-related technologies,2019,8514.65
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,1995,947.93
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2000,1803.57
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2005,1927.1
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2010,2676.49
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2011,2149.68
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2012,2053.78
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2013,2037.73
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2014,2619.13
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2015,2138.58
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2016,1998.57
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2017,1868.72
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2018,2272.52
EU27_2020,European Union – 27 countries (from 01/02/2020),Air pollution abatement,2019,1244.62
OECDAM,OECD America,Environment-related technologies,1995,2436.23
OECDAM,OECD America,Environment-related technologies,2000,4204.02
OECDAM,OECD America,Environment-related technologies,2005,6107.07
OECDAM,OECD America,Environment-related technologies,2010,9299.73
OECDAM,OECD America,Environment-related technologies,2011,9873.7
OECDAM,OECD America,Environment-related technologies,2012,10672.42
OECDAM,OECD America,Environment-related technologies,2013,11353.3
OECDAM,OECD America,Environment-related technologies,2014,10127.0
OECDAM,OECD America,Environment-related technologies,2015,10082.6
OECDAM,OECD America,Environment-related technologies,2016,10210.16
OECDAM,OECD America,Environment-related technologies,2017,10052.78
OECDAM,OECD America,Environment-related technologies,2018,9404.84
OECDAM,OECD America,Environment-related technologies,2019,8324.15
OECDAM,OECD America,Air pollution abatement,1995,549.03
OECDAM,OECD America,Air pollution abatement,2000,973.03
OECDAM,OECD America,Air pollution abatement,2005,1284.08
OECDAM,OECD America,Air pollution abatement,2010,2254.67
OECDAM,OECD America,Air pollution abatement,2011,1643.27
OECDAM,OECD America,Air pollution abatement,2012,1716.3
OECDAM,OECD America,Air pollution abatement,2013,1918.56
OECDAM,OECD America,Air pollution abatement,2014,2109.9
OECDAM,OECD America,Air pollution abatement,2015,1554.82
OECDAM,OECD America,Air pollution abatement,2016,1509.93
OECDAM,OECD America,Air pollution abatement,2017,1425.69
OECDAM,OECD America,Air pollution abatement,2018,1675.4
OECDAM,OECD America,Air pollution abatement,2019,992.03
OECDAO,OECD Asia Oceania,Environment-related technologies,1995,3708.58
OECDAO,OECD Asia Oceania,Environment-related technologies,2000,6706.73
OECDAO,OECD Asia Oceania,Environment-related technologies,2005,9626.7
OECDAO,OECD Asia Oceania,Environment-related technologies,2010,13818.64
OECDAO,OECD Asia Oceania,Environment-related technologies,2011,15247.18
OECDAO,OECD Asia Oceania,Environment-related technologies,2012,15273.87
OECDAO,OECD Asia Oceania,Environment-related technologies,2013,15015.47
OECDAO,OECD Asia Oceania,Environment-related technologies,2014,14936.85
OECDAO,OECD Asia Oceania,Environment-related technologies,2015,14540.32
OECDAO,OECD Asia Oceania,Environment-related technologies,2016,14989.48
OECDAO,OECD Asia Oceania,Environment-related technologies,2017,14941.05
OECDAO,OECD Asia Oceania,Environment-related technologies,2018,14072.68
OECDAO,OECD Asia Oceania,Environment-related technologies,2019,11914.91
OECDAO,OECD Asia Oceania,Air pollution abatement,1995,1207.08
OECDAO,OECD Asia Oceania,Air pollution abatement,2000,1702.33
OECDAO,OECD Asia Oceania,Air pollution abatement,2005,2429.7
OECDAO,OECD Asia Oceania,Air pollution abatement,2010,2677.12
OECDAO,OECD Asia Oceania,Air pollution abatement,2011,2062.23
OECDAO,OECD Asia Oceania,Air pollution abatement,2012,2132.33
OECDAO,OECD Asia Oceania,Air pollution abatement,2013,2372.7
OECDAO,OECD Asia Oceania,Air pollution abatement,2014,3321.05
OECDAO,OECD Asia Oceania,Air pollution abatement,2015,2686.12
OECDAO,OECD Asia Oceania,Air pollution abatement,2016,2355.62
OECDAO,OECD Asia Oceania,Air pollution abatement,2017,2253.45
OECDAO,OECD Asia Oceania,Air pollution abatement,2018,2713.12
OECDAO,OECD Asia Oceania,Air pollution abatement,2019,1728.78
BEN,Benin,Environment-related technologies,2012,1.0
CMR,Cameroon,Air pollution abatement,2016,3.0
COG,Congo,Air pollution abatement,2016,0.5
LCA,Saint Lucia,Environment-related technologies,2018,1.0
PSE,Palestinian Authority or West Bank and Gaza Strip,Environment-related technologies,2014,1.5
PSE,Palestinian Authority or West Bank and Gaza Strip,Environment-related technologies,2015,1.5
KHM,Cambodia,Air pollution abatement,2010,0.5
